2738;176A;ACETILSALICILICO ACIDO;
2742;176LB;ACETILSALICILATO LISINA;
2767;177A;DAUNORUBICINA;
2768;177CH;DAUNORUBICINA HIDROCLORURO;
2889;183A;LACTICO ACIDO;
2892;183CO;LACTATO CALCIO;
2896;183MG;LACTATO MAGNESIO;
2897;183SO;LACTATO SODIO;
11550;185A;COLEXTRAN;
2936;185CH;DIETILAMINOETIL DEXTRANO HIDROCLORURO;
6710;186A;ATRACURIO;
6713;186KB;ATRACURIO BESILATO;
2976;188A;TREONINA;
2977;188FO;TREONINA FOSFATO;
2992;189A;CEFTAZIDIMA;
2993;189PB;CEFTAZIDIMA PENTAHIDRATO;
3008;190A;ETILMORFINA;Lista III
3012;190CH;ETILMORFINA HIDROCLORURO;Lista III
3059;192A;CEFALEXINA;
3061;192MH;CEFALEXINA MONOHIDRATO;
3117;195A;TERFENADINA;
3190;199A;BREA VEGETAL;
3194;199E;ALQUITRAN PINO;
3254;201A;ACICLOVIR;
3256;201SO;ACICLOVIR SODICO;
3273;202A;DOXORUBICINA;
3275;202CH;DOXORUBICINA HIDROCLORURO;
3316;205A;JUNIPERUS COMMUNIS;
1105;205WM;ACEITE  JUNIPERUS COMMUNIS;
3413;209A;NORFLOXACINO;
3449;210A;LINUM USITATISSIMUM (SEMILLA);
3466;211A;RICINO;
3467;211WM;ACEITE RICINO;
842;212A;TOPOTECAN;
843;212CH;TOPOTECAN HIDROCLORURO;
3511;214A;DIMETICONA;
3518;214WM;ACEITE DIMETICONA;
3525;215A;SIMETICONA;
3542;216A;NORGESTREL;
3650;220A;ACENOCUMAROL;
844;223A;RETEPLASA;
3751;226A;ACETAZOLAMIDA;
3779;228A;ACETICO ACIDO;
7194;228CO;ACETATO CALCIO;
3782;228KT;ACETATO MAGNESIO TETRAHIDRATO;
3784;228PK;ACETATO POTASIO;
3785;228RV;ACETATO SODIO TRIHIDRATO;
3786;228SO;ACETATO SODIO;
3826;233A;ACETILCISTEINA;
3827;234A;TETRIDAMINA;
3828;234MA;TETRIDAMINA MALEATO;
3829;235A;SERENOA REPENS;
3804;235D;SABAL SERRULATA;
3830;235EX;SERENOA REPENS EXTO LIPIDO ESTEROLICO;
3805;235WC;SABAL SERRULATA EXTO SECO;
3836;239A;ESTRAMUSTINA;
3837;239FN;ESTRAMUSTINA FOSFATO SODIO;
3838;239FO;ESTRAMUSTINA FOSFATO;
3868;252A;ACEXAMICO ACIDO;
6596;252KZ;ACEXAMATO ZINC;
3888;259A;ADENOSINA;
3893;259TI;ADENOSINA TRIFOSFATO DISODIO;
7312;261A;FUMARICO ACIDO;
11056;261DZ;FUMARATO DE DIMETILO;
3908;263A;LAURILSULFATO;
3910;263SO;LAURILSULFATO SODIO;
3930;272A;FLUOROURACILO;
3946;279A;PEROXIDO DE HIDROGENO;
3948;280A;TEGAFUR;
3952;284A;ALANINA;
3953;285A;ALANTOINA;
3960;288A;ALBUMINA HUMANA;
3970;293A;AUROTIOMALATO SODIO;
3971;294A;ALGELDRATO;
3980;297A;GLICEROFOSFORICO ACIDO;
3985;297SO;GLICEROFOSFATO SODIO;
3986;298A;ALGINICO ACIDO;
3987;298SO;ALGINATO SODIO;
4029;302A;ALIMEMAZINA;
4030;302TB;ALIMEMAZINA TARTRATO;
4098;306A;MAIZ;
1138;306WC;MAIZ EXTO SECO;
4102;306XG;MAIZ ALMIDON;
4180;310A;GLUCONICO ACIDO;
2412;310KQ;GLUCONATO CALCIO MONOHIDRATO;
4202;311A;ALOE FEROX MILL.;
4203;311B;ACIBAR;
18112;311D;ALOE FEROX POLVO;
4261;314A;GLUCOHEPTONICO ACIDO;
4267;314PK;GLUCEPTATO  POTASIO;
4295;316A;HIDROXICARBAMIDA;
4308;317A;ALOINA;
4324;318A;ALOPURINOL;
4394;321A;MORNIFLUMATO;
4408;322A;ALTIZIDA;
4421;323A;CLORFENAMINA;
4425;323MA;CLORFENAMINA MALEATO;
4439;324A;GOMA GUAR;
4449;325A;QUIMOTRIPSINA;
4463;326A;ESPIRONOLACTONA;
4476;327A;CLORTALIDONA;
4487;328A;FENILEFRINA;
10678;328BB;FENILEFRINA BITARTRATO;
4490;328CH;FENILEFRINA HIDROCLORURO;
4501;329A;ISOPRENALINA;
4505;329SU;ISOPRENALINA SULFATO;
4533;331A;NOREPINEFRINA;
4535;331BB;NOREPINEFRINA BITARTRATO;
10111;331TB;NOREPINEFRINA TARTRATO;
4565;333A;OXAZEPAM;
4566;333SD;OXAZEPAM SUCCINATO;
4607;335A;IDOXURIDINA;
4635;337A;IFOSFAMIDA;
4690;340A;TRAMAZOLINA;
4691;340CH;TRAMAZOLINA HIDROCLORURO;
6911;342A;LEUPRORELINA;
4717;342AC;LEUPRORELINA ACETATO;
10549;344A;HIERRO SACAROSA;
7986;344CE;SACARATO CALCIO TETRAHIDRATO;
7287;346A;BUSERELINA;
4751;346AC;BUSERELINA ACETATO;
4771;348A;CARBENOXOLONA;
4829;352A;KETAMINA;
4830;352CH;KETAMINA HIDROCLORURO;
4885;356A;ATENOLOL;
4946;360A;METOPROLOL;
6691;360SD;METOPROLOL SUCCINATO;
4947;360TB;METOPROLOL TARTRATO;
4976;362A;OXPRENOLOL;
4977;362CH;OXPRENOLOL HIDROCLORURO;
4986;363A;SOTALOL;
4987;363CH;SOTALOL HIDROCLORURO;
5005;364A;EPIRUBICINA;
5006;364CH;EPIRUBICINA HIDROCLORURO;
5023;365A;TEOFILINA;
5027;365ZU;TEOFILINA ANHIDRA;
5041;366A;OXIBUTININA;
5042;366CH;OXIBUTININA HIDROCLORURO;
5113;370A;AMANTADINA;
5114;370CH;AMANTADINA HIDROCLORURO;
5155;372A;AMIKACINA;
5156;372SU;AMIKACINA SULFATO;
5179;374A;ALFA-AMILASA;
5181;374C;DIASTASA;
5234;379A;AMILORIDA;
5235;379CH;AMILORIDA HIDROCLORURO;
5260;382A;AMINOACRIDINA;
5271;383A;G-AMINOBUTIRICO ACIDO;
5304;385A;AMINOCAPROICO ACIDO;
5320;387A;G-AMINO-B-HIDROXIBUTIRICO ACIDO;
5366;392A;AMIODARONA;
5367;392CH;AMIODARONA HIDROCLORURO;
5370;395A;AMITRIPTILINA;
5371;395CH;AMITRIPTILINA HIDROCLORURO;
5379;399A;MEDROXIPROGESTERONA;
5380;399AC;MEDROXIPROGESTERONA ACETATO;
5389;403A;MELFALAN;
12065;403CH;MELFALAN HIDROCLORURO;
5397;405A;MERCAPTOPURINA;
5398;406A;CICLOSPORINA;
769;406MC;CICLOSPORINA  PARA MICROEMULSION;
5401;408A;AMFOTERICINA B;
5402;409A;ANTAZOLINA;
5404;409FO;ANTAZOLINA FOSFATO;
5415;417A;DESOGESTREL;
5416;418A;METOTREXATO;
12164;418DN;METOTREXATO DISODIO;
6673;418SO;METOTREXATO SODIO;
5418;419A;CLAVULANICO ACIDO;
5419;419PK;CLAVULANATO POTASIO;
5422;420A;BUCLIZINA;
5423;420CH;BUCLIZINA HIDROCLORURO;
5433;426A;DINOPROSTONA;
5434;427A;ISOFLURANO;
6616;428A;CICLOPIROX;
6617;428ER;CICLOPIROX OLAMINA;
6614;429A;FLUTAMIDA;
5437;431A;MITOMICINA;
6597;433A;HIDROSMINA;
5440;437A;ARTEMISIA ABSINTHIUM;
5442;437XJ;ARTEMISIA ABSINTHIUM SUMIDAD;
5443;438A;ARNICA MONTANA;
7078;438WG;ARNICA MONTANA EXTRACTO LIQUIDO;
5446;438XF;ARNICA MONTANA FLORES;
5447;439A;CENTELLA ASIATICA EXTO;
5458;441A;ASPARTICO ACIDO;
5459;441AK;ASPARTATO ARGININA;
5467;448A;AZINTAMIDA;
5475;453A;AMBROXOL;
5476;453CH;AMBROXOL HIDROCLORURO;
5477;454A;BACLOFENO;
5499;463A;BECLOMETASONA;
5500;463DE;BECLOMETASONA DIPROPIONATO;
5511;466A;ATROPA BELLADONNA;
5510;466B;BELLADONNA;
5512;466WA;BELLADONA EXTO;
5514;466WF;BELLADONA TINTURA;
5521;466ZG;BELLADONA EXTO BLANDO;
5524;469A;BENCETONIO;
5525;469CL;BENCETONIO CLORURO;
5532;471A;BENCIDAMINA;
5534;471CH;BENCIDAMINA HIDROCLORURO;
5542;475A;BENDROFLUMETIAZIDA;
5547;478A;BENSERAZIDA;
5548;478CH;BENSERAZIDA HIDROCLORURO;
5552;480A;BENZALCONIO;
5554;480CL;BENZALCONIO CLORURO;
5556;483A;BENZBROMARONA;
5559;486A;BENZOICO ACIDO;
5564;486SO;BENZOATO SODIO;
5567;489A;BETAHISTINA;
5568;489CH;BETAHISTINA HIDROCLORURO;
6823;489DH;BETAHISTINA DIHIDROCLORURO;
5573;490A;BETAINA;
10045;490ZU;BETAINA ANHIDRA;
5575;491A;BETAMETASONA;
5576;491AC;BETAMETASONA ACETATO;
5578;491DE;BETAMETASONA DIPROPIONATO;
5579;491FN;BETAMETASONA FOSFATO SODIO;
5581;491VA;BETAMETASONA 17-VALERATO;
5595;497A;IOHEXOL;
5598;499A;BIOTINA;
5610;500A;BIPERIDENO;
5611;500CH;BIPERIDENO HIDROCLORURO;
5613;501A;CEFTRIAXONA;
7792;501DN;CEFTRIAXONA SODICA;
5614;502A;SULBUTIAMINA;
5626;506A;BORDETELLA PERTUSSIS;
5631;509A;BREA HULLA;
5641;510A;BROMAZEPAM;
5642;512A;BROMELAINA;
5644;513A;BROMHEXINA;
5648;513CH;BROMHEXINA HIDROCLORURO;
1097;514A;COLISTIMETATO SODIO;
5650;515A;BROMFENIRAMINA;
5653;515MA;BROMFENIRAMINA MALEATO;
5657;518A;ETOPOSIDO;
5658;519A;FLUOCORTINA;
5659;519BJ;FLUOCORTINA BUTILO;
5661;520A;TROPICAMIDA;
5669;525A;BUMETANIDA;
5684;531A;ICTAMOL;
5686;531C;ICTIOL;
5724;547A;CALCIFEDIOL;
23446;547MH;CALCIFEDIOL MONOHIDRATO;
5726;548A;NADOLOL;
5727;549A;CALCITONINA;
5729;549SS;CALCITONINA SALMON SINTETICA;
5751;557A;CAPREOMICINA;
5752;557SU;CAPREOMICINA SULFATO;
5753;559A;CAPSAICINA;
5760;561A;CARBAMAZEPINA;
5764;564A;CARBIDOPA;
7941;564MH;CARBIDOPA MONOHIDRATO;
5765;565A;CARBIMAZOL;
5769;567A;CARBOCISTEINA;
1528;567LB;CARBOCISTEINA LISINA;
5797;578A;CARVACROL;
5798;578CL;CARVACROL CLORURO;
5813;583A;CEFAZOLINA;
5815;583SO;CEFAZOLINA SODICA;
5817;585A;CETILPIRIDINIO;
5819;585CL;CETILPIRIDINIO CLORURO;
10384;588A;CARBIMIDA;
5838;594A;CICLOPENTOLATO;
5839;594CH;CICLOPENTOLATO HIDROCLORURO;
5845;599A;CINARIZINA;
5859;600A;CINCOCAINA;
5861;600CH;CINCOCAINA HIDROCLORURO;
5862;601A;CIPROHEPTADINA;
5866;601CH;CIPROHEPTADINA HIDROCLORURO;
5867;601CN;CIPROHEPTADINA CICLAMATO;
7334;601CX;CIPROHEPTADINA CETOGLUTARATO;
6208;601PF;CIPROHEPTADINA PIRIDOXAL FOSFATO;
5871;602A;CIPROTERONA;
5872;602AC;CIPROTERONA ACETATO;
5873;603A;CISTEINA;
5875;603EQ;CISTEINA HIDROCLORURO HIDRATADO;
5876;604A;CITICOLINA;
5879;604SO;CITICOLINA SODICA;
5883;607A;CITIDINA;
5884;607FP;CITIDINA-5-MONOFOSFATO DISODIO;
5899;612A;CITRULINA;
7864;612RJ;CITRULINA MALATO;
5900;613A;CLEMASTINA;
5902;613FF;CLEMASTINA FUMARATO;
5909;616A;CLINDAMICINA;
5910;616CH;CLINDAMICINA HIDROCLORURO;
5911;616FO;CLINDAMICINA FOSFATO;
5912;617A;CLIOQUINOL;
5917;618A;CLOBETASOL;
5918;618PR;CLOBETASOL PROPIONATO;
5924;622A;CLOFAZIMINA;
5958;631A;CLOMETIAZOL;
5960;632A;CLOMIFENO;
5961;632CI;CLOMIFENO CITRATO;
5962;633A;CLOMIPRAMINA;
5964;633CH;CLOMIPRAMINA HIDROCLORURO;
5965;635A;CLONAZEPAM;
5966;636A;CLONIDINA;
5967;636CH;CLONIDINA HIDROCLORURO;
5968;637A;GEMFIBROZILO;
5969;638A;HALAZEPAM;
6603;643A;DICLOROBENCILICO ALCOHOL;
5973;644A;CISPLATINO;
6604;645A;AMILMETACRESOL;
5974;648A;CLORAZEPICO ACIDO;
5975;648DK;CLORAZEPATO DIPOTASIO;
5978;651A;PROCARBAZINA;
5979;651CH;PROCARBAZINA HIDROCLORURO;
5986;653A;CLOCINIZINA;
5988;653DH;CLOCINIZINA DIHIDROCLORURO;
5993;656A;CLORHEXIDINA;
5994;656AC;CLORHEXIDINA ACETATO;
5995;656CH;CLORHEXIDINA HIDROCLORURO;
5996;656DG;CLORHEXIDINA DIGLUCONATO;
7123;656DH;CLORHEXIDINA DIHIDROCLORURO;
6000;659A;CLORMADINONA;
6001;659AC;CLORMADINONA ACETATO;
6007;662A;PIRETANIDA;
6685;665A;ZIDOVUDINA;
6010;668A;CLOROQUINA;
6011;668FO;CLOROQUINA FOSFATO;
6018;671A;CLORPROMAZINA;
6019;671CH;CLORPROMAZINA HIDROCLORURO;
6021;673A;CLORQUINALDOL;
6024;675A;CLORTETRACICLINA;
6026;675CH;CLORTETRACICLINA HIDROCLORURO;
6028;678A;CLOTIAPINA;
6029;679A;CLOTRIMAZOL;
6033;682A;CLOZAPINA;
6037;684A;COLESTIRAMINA;
1510;684NO;COLESTIRAMINA RESINA MICROPOROSA FILICOL;
6039;685A;COLICO ACIDO;
6949;686A;LOPRAZOLAM;
6069;691A;CORTISONA;
6070;691AC;CORTISONA ACETATO;
6078;696A;CLEBOPRIDA;
6079;696RJ;CLEBOPRIDA MALATO;
6081;698A;CROMOGLICICO ACIDO;
6082;698DN;CROMOGLICATO DE SODIO;
6088;708A;DAPSONA;
6091;709A;DECUALINIO;
6094;709CL;DECUALINIO CLORURO;
6097;710A;DEFEROXAMINA;
6098;710MB;DEFEROXAMINA MESILATO;
6110;719A;DESOXICOLICO ACIDO;
6119;721A;DESOXIMETASONA;
6120;722A;DEXAMETASONA;
6598;722FN;DEXAMETASONA FOSFATO SODIO;
6122;722FO;DEXAMETASONA FOSFATO;
6123;722FP;DEXAMETASONA FOSFATO DISODIO;
6131;724A;DEXCLORFENIRAMINA;
6132;724MA;DEXCLORFENIRAMINA MALEATO;
6136;726A;DEXTRAN-HIERRO;
6139;726D;COMPLEJO HIERRO DEXTRAN;
6140;727A;DEXTROMETORFANO;
6141;727BH;DEXTROMETORFANO HIDROBROMURO;
6155;730A;DIAZEPAM;
6157;733A;TAMOXIFENO;
6158;733CI;TAMOXIFENO CITRATO;
6171;742A;DICICLOVERINA;
6173;742CH;DICICLOVERINA HIDROCLORURO;
6174;744A;TIOGUANINA;
6175;745A;DICLOFENACO;
7410;745DO;DICLOFENACO DIETILAMINA;
10004;745ML;DICLOFENACO EPOLAMINA;
6176;745SO;DICLOFENACO SODICO;
6177;747A;TIOTEPA;
6190;761A;DIFENHIDRAMINA;
6192;761CH;DIFENHIDRAMINA HIDROCLORURO;
6206;770A;DIGOXINA;
6209;775A;DIHIDROCODEINA;Lista III
6210;775BB;DIHIDROCODEINA BITARTRATO;Lista III
6211;778A;DIHIDROERGOCRISTINA;
6212;778MB;DIHIDROERGOCRISTINA MESILATO;
6213;779A;DIHIDROERGOTAMINA;
6215;779MB;DIHIDROERGOTAMINA MESILATO;
6218;780A;DIHIDROERGOTOXINA;
6221;780MB;DIHIDROERGOTOXINA MESILATO;
6222;782A;MINOXIDIL;
6223;783A;NETILMICINA;
6224;783SU;NETILMICINA SULFATO;
6241;803A;BENZOILO PEROXIDO;
23606;803HD;PEROXIDO DE BENZOILO HIDRATADO;
6245;807A;VINBLASTINA;
6246;807SU;VINBLASTINA SULFATO;
6247;808A;BUFLOMEDIL;
6249;809A;VINCRISTINA;
6250;809SU;VINCRISTINA SULFATO;
6255;810A;VINDESINA;
6256;810SU;VINDESINA SULFATO;
6257;811A;BUPIVACAINA;
6258;811CH;BUPIVACAINA HIDROCLORURO;
6259;813A;EPINEFRINA;
6260;813B;ADRENALINA;
6261;813BB;EPINEFRINA BITARTRATO;
6262;813CH;EPINEFRINA HIDROCLORURO;
10491;813TB;EPINEFRINA TARTRATO;
6263;814A;BUPRENORFINA;
6264;814CH;BUPRENORFINA HIDROCLORURO;
6268;823A;HIERACIUM PILOSELLA;
6273;825A;CEFADROXILO;
6274;825MH;CEFADROXILO MONOHIDRATO;
6275;826A;CEFOXITINA;
6278;826SO;CEFOXITINA SODICA;
6279;828A;CEFUROXIMA;
7409;828KX;CEFUROXIMA AXETILO;
6280;828SO;CEFUROXIMA SODICA;
6287;830A;CICLOBENZAPRINA;
6288;830CH;CICLOBENZAPRINA HIDROCLORURO;
6292;836A;CLOBAZAM;
7358;837A;CLOBETASONA;
6293;837BG;CLOBETASONA BUTIRATO;
6297;845A;COLESTIPOL;
6298;845CH;COLESTIPOL HIDROCLORURO;
6299;847A;CROMOCARBO;
7922;847DO;CROMOCARBO DIETILAMINA;
6305;855A;DIFLORASONA;
6306;855DB;DIFLORASONA DIACETATO;
6307;856A;DIFLUCORTOLONA;
6308;856VA;DIFLUCORTOLONA VALERATO;
6310;858A;CORYNEBACTERIUM DIPHTERIAE PROTEINA CRM 197;
6314;863A;DIPROFILINA;
6317;864A;DOBUTAMINA;
6318;864CH;DOBUTAMINA HIDROCLORURO;
6319;865A;DOMPERIDONA;
4376;865MA;DOMPERIDONA MALEATO;
6320;867A;VINBURNINA;
6323;868A;ECONAZOL;
